02|111|01|00|25.97|0.00|8113.44|8200.44|8139.41|8200.44|61.03|0.00
02|111|01|01|25.97|0.00|8113.44|8200.44|8139.41|8200.44|61.03|0.00
02|111|03|00|6834483.26|0.00|1221587.21|285527.42|8056070.47|285527.42|7770543.05|0.00
02|111|03|01|6834483.26|0.00|1221587.21|285527.42|8056070.47|285527.42|7770543.05|0.00
02|111|15|00|0.00|0.00|8200.44|8264.19|8200.44|8264.19|63.75|0.00
02|111|15|01|0.00|0.00|8200.44|8264.19|8200.44|8264.19|63.75|0.00
02|112|01|01|736.11|0.00|1768.01|1033.55|2504.12|1033.55|1470.57|0.00
02|112|01|03|9227.16|0.00|11400.00|17413.83|20627.16|17413.83|3213.33|0.00
02|112|05|00|0.00|0.00|156781.07|303.15|156781.07|303.15|156477.92|0.00
02|112|05|01|0.00|0.00|156781.07|303.15|156781.07|303.15|156477.92|0.00
02|112|13|01|179.30|0.00|0.00|0.00|179.30|0.00|179.30|0.00
02|112|13|02|500.00|0.00|0.00|0.00|500.00|0.00|500.00|0.00
02|112|15|01|0.00|0.00|508.50|2178.20|508.50|2178.20|1669.70|0.00
02|112|15|03|0.00|0.00|430.50|378.75|430.50|378.75|51.75|0.00
02|112|81|00|32877.92|0.00|0.00|0.00|32877.92|0.00|32877.92|0.00
02|112|81|01|32877.92|0.00|0.00|0.00|32877.92|0.00|32877.92|0.00
02|113|13|00|0.00|0.00|1225560.46|1225560.46|1225560.46|1225560.46|0.00|0.00
02|113|13|01|0.00|0.00|5283.00|5283.00|5283.00|5283.00|0.00|0.00
02|113|13|02|0.00|0.00|1651.44|1651.44|1651.44|1651.44|0.00|0.00
02|113|13|03|0.00|0.00|850.50|850.50|850.50|850.50|0.00|0.00
02|113|13|06|0.00|0.00|22.50|22.50|22.50|22.50|0.00|0.00
02|113|13|07|0.00|0.00|299.25|299.25|299.25|299.25|0.00|0.00
02|113|13|08|0.00|0.00|6.75|6.75|6.75|6.75|0.00|0.00
02|113|13|13|0.00|0.00|1197453.36|1197453.36|1197453.36|1197453.36|0.00|0.00
02|113|13|14|0.00|0.00|19993.66|19993.66|19993.66|19993.66|0.00|0.00
02|113|19|00|0.00|0.00|17.07|17.07|17.07|17.07|0.00|0.00
02|113|19|02|0.00|0.00|17.07|17.07|17.07|17.07|0.00|0.00
02|113|81|01|0.00|0.00|8571.56|2908.60|8571.56|2908.60|5662.96|0.00
02|124|83|19|975.00|0.00|0.00|0.00|975.00|0.00|975.00|0.00
02|124|85|13|2546.56|0.00|0.00|0.00|2546.56|0.00|2546.56|0.00
02|124|85|19|315.00|0.00|0.00|0.00|315.00|0.00|315.00|0.00
02|124|85|81|4068.99|0.00|0.00|0.00|4068.99|0.00|4068.99|0.00
02|124|97|07|335218.55|0.00|0.00|0.00|335218.55|0.00|335218.55|0.00
02|124|97|08|55.08|0.00|0.00|0.00|55.08|0.00|55.08|0.00
02|124|98|01|16103.55|0.00|0.00|0.00|16103.55|0.00|16103.55|0.00
02|131|01|03|1998.54|0.00|0.00|0.00|1998.54|0.00|1998.54|0.00
02|131|01|04|8434.99|0.00|0.00|0.00|8434.99|0.00|8434.99|0.00
02|131|01|05|2359.68|0.00|0.00|0.00|2359.68|0.00|2359.68|0.00
02|131|01|13|2520.00|0.00|0.00|0.00|2520.00|0.00|2520.00|0.00
02|141|01|03|127503.11|0.00|0.00|0.00|127503.11|0.00|127503.11|0.00
02|141|01|04|1368047.02|0.00|0.00|0.00|1368047.02|0.00|1368047.02|0.00
02|141|01|05|3391685.78|0.00|0.00|0.00|3391685.78|0.00|3391685.78|0.00
02|141|01|06|96354.42|0.00|0.00|0.00|96354.42|0.00|96354.42|0.00
02|141|01|07|215634.38|0.00|7099.00|0.00|222733.38|0.00|222733.38|0.00
02|141|01|08|2091.95|0.00|0.00|0.00|2091.95|0.00|2091.95|0.00
02|141|01|11|33483.28|0.00|0.00|0.00|33483.28|0.00|33483.28|0.00
02|141|03|02|1759817.76|0.00|0.00|0.00|1759817.76|0.00|1759817.76|0.00
02|141|03|03|15874.30|0.00|0.00|0.00|15874.30|0.00|15874.30|0.00
02|141|99|02|0.00|1163873.37|0.00|0.00|0.00|1163873.37|0.00|1163873.37
02|141|99|03|0.00|126646.56|0.00|0.00|0.00|126646.56|0.00|126646.56
02|141|99|04|0.00|474660.10|0.00|0.00|0.00|474660.10|0.00|474660.10
02|141|99|05|0.00|3897013.13|0.00|0.00|0.00|3897013.13|0.00|3897013.13
02|141|99|06|0.00|36997.02|0.00|0.00|0.00|36997.02|0.00|36997.02
02|141|99|07|0.00|196329.52|0.00|0.00|0.00|196329.52|0.00|196329.52
02|141|99|08|0.00|2644.63|0.00|0.00|0.00|2644.63|0.00|2644.63
02|141|99|11|0.00|48744.81|0.00|0.00|0.00|48744.81|0.00|48744.81
02|141|99|23|0.00|1083.59|0.00|0.00|0.00|1083.59|0.00|1083.59
02|144|01|05|0.00|0.00|144399.36|0.00|144399.36|0.00|144399.36|0.00
02|151|92|00|359015.93|0.00|0.00|0.00|359015.93|0.00|359015.93|0.00
02|151|98|00|0.00|104529.90|0.00|0.00|0.00|104529.90|0.00|104529.90
02|152|11|05|0.00|0.00|64421.20|0.00|64421.20|0.00|64421.20|0.00
02|152|12|03|0.00|0.00|1830.71|0.00|1830.71|0.00|1830.71|0.00
02|152|12|04|0.00|0.00|1769.59|0.00|1769.59|0.00|1769.59|0.00
02|152|13|06|0.00|0.00|4950.00|0.00|4950.00|0.00|4950.00|0.00
02|152|15|10|0.00|0.00|30514.00|0.00|30514.00|0.00|30514.00|0.00
02|152|15|13|0.00|0.00|5297.00|0.00|5297.00|0.00|5297.00|0.00
02|152|16|01|0.00|0.00|11676.84|0.00|11676.84|0.00|11676.84|0.00
02|152|16|02|0.00|0.00|7759.39|0.00|7759.39|0.00|7759.39|0.00
02|152|18|07|0.00|0.00|5898.69|0.00|5898.69|0.00|5898.69|0.00
02|152|33|03|0.00|0.00|144.48|0.00|144.48|0.00|144.48|0.00
02|152|33|04|0.00|0.00|28.50|0.00|28.50|0.00|28.50|0.00
02|152|34|05|0.00|0.00|395.77|0.00|395.77|0.00|395.77|0.00
